NomProduits;Année;Mois;QuantitéCommandé;MontantCommandé
Nursie 2/400g;2023;6;24;99?216
Nursie 2/400g;2023;9;24;99?240
Nursie 2/400g;2023;4;24;99?240
Pantopral D;2023;4;19;99?347
Sussli sucre;2023;5;72;99?432
Alfamox 500mg;2023;1;48;99?476
Dexeryl crï¿½me T/200G;2023;5;41;99?712
Ibuprofen GH cp b/10x10;2023;9;100;100?400
Amapine 10 cp b/10;2023;5;21;100?552
Efferalgan sp Fl/90ml;2023;3;120;100?560
Compresse 40x40;2023;2;120;100?800
Litacold cp bte/20x4;2023;6;600;100?800
Ventoline spray 200 doses;2023;1;44;100?900
Spasmo300apotel cp;2023;7;60;100?908
Maximag amp buv B/30;2023;5;32;101?758
Genclav 1g/125mg pdre buv sach /16;2023;8;23;102?143
Melolac cereales 400;2023;3;48;102?144
Paracetamol  ubigen /100x10;2023;9;1?500;103?000
Litacold sirop;2023;1;119;104?533
Efferalgan sp Fl/90ml;2023;5;125;104?550
Artegen injetables;2023;1;113;104?735
Litacold cp bte/20x4;2023;9;600;104?800
Verzol sp FL/10ml;2023;1;165;105?045
Moustiquaire circulaire xxl;2023;7;20;105?200
Novoclin 1g b/16;2023;4;19;105?244
Fixim 200 cp;2023;7;64;105?534
Tetanea ;2023;9;50;105?600
Fluca collyre;2023;7;40;106?040
Litacold sirop;2023;2;130;106?055
Amoxicilline 500 Ubigen b/10x12;2023;4;200;106?200
Amoxicilline 500 Ubigen b/10x12;2023;5;200;106?250
Caille300Lait brun cp B/30;2023;8;100;106?500
Alfamox 1g sachet;2023;2;42;106?870
Amoxicilline 500 Ubigen b/10x12;2023;3;200;107?200
Prï¿½servatif presa;2023;1;243;107?220
Dynamogen amp B/20;2023;4;40;107?320
Norlevo 1,5mg cp B/1;2023;1;42;107?505
Rolicin 500mg cp;2023;7;61;107?604
Aspegic 100mg B/20 sachet;2023;5;120;107?760
Secuvit sp f/250ml;2023;7;53;108?017
Helmintox 750mg sachet;2023;1;120;108?085
Acefyl sp 120ml;2023;1;140;109?230
Nuravit sp Fl/125ml;2023;5;65;109?420
Azicure 500 cp;2023;1;31;109?672
CAC 1000 orange cp eff B/10;2023;7;80;109?840
Efferalgan 500mg  cp eff B/16;2023;4;120;110?160
Tothema amp B/20;2023;5;39;110?349
Fercefol cp B/30;2023;7;120;110?400
Verzol sp FL/10ml;2023;2;175;111?415
Bactoclav 1000mg cp;2023;8;42;111?424
Till sol mouss Fl/200ml;2023;9;94;112?307
Dynamogen amp B/20;2023;3;42;112?752
Dynamogen amp B/20;2023;6;42;112?812
Tothema amp B/20;2023;3;40;113?223
Sussli sucre;2023;1;82;113?512
Richfer gï¿½lules;2023;7;65;113?620
Efferalgan 1g cp eff B/8;2023;3;135;114?115
Norlevo 1,5mg cp B/1;2023;5;45;115?215
Genacid sirop;2023;7;132;115?764
Acupan 20mg inj  B/5amp;2023;9;50;115?950
Curam 1000mg /125mg sch b/12;2023;9;31;116?405
Acupan 20mg inj  B/5amp;2023;3;50;116?900
Aspegic 100mg B/20 sachet;2023;1;131;117?585
Elle test ;2023;7;130;117?780
Litacold sirop;2023;3;135;118?485
Doliprane 1000 mg cp eff B/8 sans sucre;2023;5;150;119?190
Efferalgan 500mg  cp eff B/16;2023;5;130;119?280
Tardyferon B9 cp B/30;2023;5;105;119?345
Bactoclav 1000mg cp;2023;5;45;119?449
Tardyferon 20mg/ml enf/ad sol buv f/90ml;2023;4;70;120?120
Tardyferon 20mg/ml enf/ad sol buv f/90ml;2023;3;70;120?130
Upsa300 C cp eff B/10;2023;7;190;120?320
Novoclin 1g b/16;2023;7;27;120?369
Verzol sp FL/10ml;2023;6;190;120?870
Litacold cp bte/20x4;2023;2;740;121?060
Genset cp ;2023;5;125;121?415
Acupan 20mg inj  B/5amp;2023;1;52;121?472
Litacold cp bte/20x4;2023;4;740;121?520
Doliprane 1000 mg cp eff B/8 sans sucre;2023;3;155;122?505
Vifex sp FL/100ml;2023;7;105;122?955
Aclav 1g bte 12;2023;6;40;123?880
Nursie 2/400g;2023;2;30;123?996
Apdyl H sp Fl/100ml;2023;1;103;124?380
Pantopral D;2023;1;24;125?479
Efferalgan sp Fl/90ml;2023;2;150;125?820
CAC 1000cp eff B/10;2023;2;100;126?100
CAC 1000cp eff B/10;2023;1;100;126?540
Restriva amp injet im iv5ml b/5;2023;4;60;126?560
Advilmed sp ped f/200ml;2023;8;68;127?276
Verzol sp FL/10ml;2023;3;200;127?290
Litacold sirop;2023;4;145;127?425
Naturex sp 100ml;2023;7;111;127?983
Norlevo 1,5mg cp B/1;2023;2;50;127?990
Nido 1+ croiss lait  pdre 13003 ans b/400g;2023;7;55;128?700
Tardyferon 20mg/ml enf/ad sol buv f/90ml;2023;5;75;128?850
Tardyferon B9 cp B/30;2023;3;65;129?250
Apdyl H sp Fl/100ml;2023;4;107;129?341
Indocollyre cy 5ml;2023;7;60;129?480
Nuravit sp Fl/125ml;2023;3;78;131?033
Gants labell non steriles;2023;4;1?000;131?500
Nursie 1/400g;2023;4;66;131?862
Tetanea ;2023;7;50;132?450
Alfamox 1g sachet;2023;5;52;132?773
Salbutamol arrow 2.5mg/2.5mgso inh b/60;2023;5;23;133?091
Verzol sp FL/10ml;2023;5;210;133?640
Ideos B/30 cp ï¿½ croquer;2023;6;44;133?848
Amoxicilline 500 Ubigen b/10x12;2023;6;250;134?250
Nupenta dsr 40mg/10mg/20mg gel b/30;2023;7;20;134?600
Compresse 40x40;2023;8;160;134?720
Curam 1000mg /125mg sch b/12;2023;4;36;135?623
Caille300Lait brun cp B/30;2023;4;130;136?050
Genset cp ;2023;4;140;136?080
Duphaston cp B/20;2023;1;35;136?087
Antinorex 4mg cp B/30 sans sucre;2023;6;110;136?400
Dynapar 50 cp b/10x10;2023;3;300;136?400
Antinorex 4mg cp B/30 sans sucre;2023;5;110;136?460
Doliprane 1000 mg cp eff B/8 sans sucre;2023;2;172;136?602
Fervex AD sach B/8;2023;7;82;136?612
Revitalose amp B/20;2023;7;42;137?256
Ventoline spray 200 doses;2023;5;60;137?700
Curam 1000mg /125mg sch b/12;2023;3;36;137?750
Cetamyl 500mg cp  B/20 sans sucre;2023;7;420;137?760
Doliprane 1000 mg cp eff B/8 sans sucre;2023;4;175;139?035
Rhoclone inj 300mcg bt1+solv;2023;2;9;139?126
Aclav 1g bte 12;2023;9;45;139?350
Levophta collyre;2023;7;42;139?608
Norlevo 1,5mg cp B/1;2023;3;55;140?755
Gasec 20mg cp B/14;2023;7;20;141?960
Compresse 40x40;2023;4;170;142?820
Dynapar 50 cp b/10x10;2023;6;300;143?100
Verzol sp FL/10ml;2023;4;225;143?315
Baneocin pde tbe 20g;2023;7;135;143?580
Dislep cp B/20;2023;2;35;145?520
Aclav 1g bte 12;2023;4;47;145?599
Nursie 1/400g;2023;1;74;147?807
Tetanea ;2023;8;70;147?910
Efferalgan sp Fl/90ml;2023;1;176;147?918
Ventoline spray 200 doses;2023;4;65;149?220
No300Spa forte B/20 cp;2023;7;66;150?346
Curam 1000mg /125mg sch b/12;2023;5;41;153?983
Curam 1000mg /125mg sch b/12;2023;2;41;155?272
Antalgex T;2023;7;125;155?625
Flagyl 500mg cp B/14;2023;7;105;157?815
Novoclin 1g b/16;2023;1;29;159?304
Cipro denk 500mg cp B/10;2023;4;10;159?930
Doliprane 1000 mg cp eff B/8 sans sucre;2023;1;202;160?327
Tardyferon 20mg/ml enf/ad sol buv f/90ml;2023;2;85;163?070
CAC 1000cp eff B/10;2023;3;130;163?560
Amoxicilline 500 Ubigen b/10x12;2023;1;303;163?654
Desyrel susp buv fl/200ml;2023;7;95;164?440
Buccothymol BB FL/150ml;2023;7;210;164?640
Litacold cp bte/20x4;2023;1;1?000;165?000
Dynapar 50 cp b/10x10;2023;4;355;165?330
Ibuprofen 400mg Ubigen b/10x10 ;2023;7;960;167?040
Aspegic 100mg B/20 sachet;2023;7;188;168?824
Mediclav 1000mg/125mg sht 12;2023;7;66;170?079
Dexeryl crï¿½me T/200G;2023;1;70;170?145
Genskin cr emol protect 250g;2023;1;66;175?264
Aclav 1g bte 12;2023;1;57;176?420
NaN optipro 3  b/400g;2023;7;74;177?832
Dynamogen amp B/20;2023;5;67;179?957
Verzol cp B/1;2023;7;284;180?624
Litacold cp bte/20x4;2023;3;1?120;181?320
NaN optipro 1 b/400g;2023;5;72;190?032
Dislep injectable;2023;5;46;190?891
Amoxi denk 500mg;2023;4;121;191?375
Ibumol cp B/30;2023;4;103;200?733
Ibuprofen GH cp b/10x10;2023;8;200;200?800
Doliprane 1g cp secs B/8 ;2023;7;270;203?850
Salbutus sp FL/200ml;2023;7;155;205?530
Amoxi denk 500mg;2023;7;130;206?670
Maalox stick 4.3ml bte 20;2023;7;98;206?682
Litacold cp bte/20x4;2023;5;1?240;207?520
Dynapar 50 cp b/10x10;2023;1;475;218?490
Doxyatco 100mg gel b/50;2023;9;70;218?960
Azicure 500 cp;2023;7;63;222?852
Curam 1000mg /125mg sch b/12;2023;7;60;228?660
Efferalgan 1g cp eff B/8;2023;7;270;228?690
Dynapar 50 cp b/10x10;2023;2;500;229?550
Diclo pharma5 100mg suppo b/10;2023;7;165;233?475
Amitron 500mg cp;2023;1;12;234?000
Duphaston cp B/20;2023;7;61;237?290
Aclav 1g bte 12;2023;7;77;238?546
Mag 2 amp buv 10ml B/30 sans sucre;2023;7;84;245?448
Nursie 1/400g;2023;5;123;245?631
Rinomicine sachets;2023;8;200;251?000
Multical plus;2023;7;100;253?000
Multical plus;2023;6;100;253?300
Multical plus;2023;8;100;253?400
Restriva amp injet im iv5ml b/5;2023;7;105;259?035
Soclav 1g b/16 sachets;2023;7;61;261?977
Alzol sirop;2023;7;531;267?093
NaN optipro 1 b/400g;2023;1;105;277?188
Couche adulte super plus detail;2023;1;286;277?655
Litacold sirop;2023;7;320;281?280
Antinorex 4mg cp B/30 sans sucre;2023;7;235;291?625
Pantopral D;2023;7;56;292?820
Verzol sp FL/10ml;2023;7;465;296?205
Couche adulte super plus detail;2023;6;180;296?280
Dynapar 50 cp b/10x10;2023;5;650;303?450
Dislep injectable;2023;7;75;311?225
Curam 1000mg /125mg sch b/12;2023;1;83;314?977
Alfamox 1g sachet;2023;7;125;319?249
Nursie 1/400g;2023;7;160;319?640
Apdyl H sp Fl/100ml;2023;7;270;326?420
Maximag amp buv B/30;2023;7;103;327?540
Spasfon cp B/30;2023;7;230;332?120
Genset cp ;2023;7;355;345?060
Efferalgan sp Fl/90ml;2023;7;416;348?608
Verzol sp FL/10ml;2023;9;490;351?110
Efferalgan 500mg  cp eff B/16;2023;7;385;353?400
Ventoline spray 200 doses;2023;7;170;390?300
Dislep injectable;2023;8;95;394?250
Restriva amp injet im iv5ml b/5;2023;9;160;394?690
Caille300Lait brun cp B/30;2023;1;371;399?815
Multical plus;2023;1;159;402?876
Amoxicilline 500 Ubigen b/10x12;2023;7;750;404?850
Tothema amp B/20;2023;7;144;407?803
Curacne  10mg caps B/30;2023;1;40;408?120
Dislep injectable;2023;4;99;410?850
Nuravit sp Fl/125ml;2023;7;249;419?314
Doliprane 1000 mg cp eff B/8 sans sucre;2023;7;530;421?330
Restriva amp injet im iv5ml b/5;2023;5;184;438?871
NaN optipro 1 b/400g;2023;7;168;443?520
Norlevo 1,5mg cp B/1;2023;7;179;458?389
Dynamogen amp B/20;2023;7;175;470?050
;2023;1;121;493?304
Dislep injectable;2023;1;119;493?485
CAC 1000cp eff B/10;2023;7;395;500?010
Nursie 2/400g;2023;7;123;508?579
Restriva amp injet im iv5ml b/5;2023;8;207;510?134
Dynapar 50 cp b/10x10;2023;7;1?260;587?600
Febrilex plus cp plaq/4;2023;7;50;620?350
Febrilex plus cp plaq/4;2023;8;100;633?450
Litacold cp bte/20x4;2023;7;3?800;638?400
Febrilex plus cp plaq/4;2023;9;200;659?500
Febrilex plus cp plaq/4;2023;1;252;694?614
Celebrex 100mg cp B/20;2023;8;200;1?172?000
Febrilex plus cp plaq/4;2023;5;150;1?249?500
Febrilex plus cp plaq/4;2023;4;250;2?493?400
;;;;
